"season_type","week","posteam","defteam","qtr","down","ydstogo","ydsnet","shotgun","pass_location","pass_length","air_yards","complete_pass","incomplete_pass","interception","passer","passer_player_id","passer_player_name"
"REG",17,"LAC","DEN",2,2,8,49,1,"middle","short",7,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",2,NA,0,49,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",2,NA,0,32,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",2,1,10,32,1,"right","short",5,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",2,1,10,32,1,"middle","short",6,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,NA,NA,2,NA,0,32,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",2,2,2,32,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,2,NA,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"DEN","LAC",3,NA,0,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,1,10,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,2,4,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,1,10,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,2,6,22,0,"right","short",9,0,1,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",3,3,6,22,1,"right","deep",17,0,1,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",3,4,6,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",3,1,10,78,0,"right","short",-2,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",3,2,3,78,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",3,3,7,78,1,"left","short",0,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",3,1,10,78,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",3,2,8,78,0,"right","deep",16,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",3,1,10,78,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",3,2,3,78,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",3,1,10,78,1,"right","short",11,0,1,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",3,2,10,78,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",3,3,5,78,1,"right","short",3,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",3,1,1,78,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",3,2,5,78,1,"right","short",3,0,1,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",3,3,5,78,1,"left","short",5,0,1,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",3,4,5,78,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,NA,0,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,1,10,70,1,"right","short",5,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",3,1,10,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,2,3,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,1,10,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,2,14,70,1,"right","short",4,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",3,3,7,70,1,"left","short",6,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",3,1,10,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,2,14,70,1,NA,NA,NA,0,0,0,"D.Lock",NA,NA
"REG",17,"DEN","LAC",3,3,12,70,1,NA,NA,NA,0,0,0,"D.Lock",NA,NA
"REG",17,"DEN","LAC",3,1,8,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,2,6,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",3,3,6,70,1,"middle","short",3,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",3,NA,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"DEN","LAC",4,4,1,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,4,5,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,NA,0,28,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,1,10,28,1,"right","short",-2,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,1,10,28,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,2,6,28,0,"right","short",1,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,1,10,28,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,2,5,28,1,"right","short",-2,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,3,3,28,1,"left","short",2,0,1,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,4,3,28,1,"right","short",6,0,1,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"LAC","DEN",4,1,10,52,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,2,8,52,1,"middle","short",5,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",4,3,3,52,1,"left","deep",44,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",4,NA,0,52,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,1,10,75,1,"left","short",13,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,1,10,75,1,"middle","short",7,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,2,3,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,3,1,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DEN","LAC",4,1,10,75,1,"right","deep",30,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,1,10,75,1,NA,NA,NA,0,0,0,"D.Lock",NA,NA
"REG",17,"DEN","LAC",4,1,5,75,1,"left","short",5,1,0,0,"D.Lock","00-0035704","D.Lock"
"REG",17,"DEN","LAC",4,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,NA,0,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,1,10,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,2,5,36,0,"left","short",-4,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",4,1,10,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,2,3,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,3,1,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,1,10,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,2,9,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,4,NA,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"LAC","DEN",4,3,6,36,0,"middle","short",4,1,0,0,"J.Herbert","00-0036355","J.Herbert"
"REG",17,"LAC","DEN",4,1,10,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"LAC","DEN",4,2,11,36,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,4,NA,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"SEA","DET",1,NA,0,3,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,1,10,3,1,"left","short",14,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,2,10,3,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,3,7,3,1,"right","deep",33,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,4,7,3,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,1,10,41,0,"right","short",-3,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",1,2,4,41,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,3,5,41,1,"right","short",6,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",1,1,10,41,0,"left","short",3,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",1,1,10,41,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,2,4,41,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,3,2,41,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,4,1,41,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,1,10,71,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,2,11,71,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,3,10,71,1,"middle","short",10,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,1,10,71,1,"left","short",-3,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,2,10,71,1,"right","short",-4,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,3,3,71,0,"right","short",-2,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,1,10,71,0,NA,NA,NA,0,0,0,"R.Wilson",NA,NA
"REG",17,"SEA","DET",1,1,10,71,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,1,10,71,0,"left","short",4,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,2,2,71,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,NA,0,71,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,NA,0,14,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,1,10,14,0,"middle","short",11,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",1,1,10,14,1,"left","short",6,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",1,2,10,14,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,3,9,14,1,"left","deep",19,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",1,4,9,14,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,1,10,41,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,1,10,41,0,"right","short",-2,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,2,1,41,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,1,10,41,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",1,2,9,41,0,"left","short",-9,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,3,14,41,1,"right","short",3,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",1,4,14,41,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,NA,0,2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,1,10,2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,2,8,2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",1,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"DET","SEA",2,3,8,2,1,"right","short",0,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",2,4,8,2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,64,0,"left","deep",21,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,1,6,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,NA,0,64,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,NA,0,45,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,1,10,45,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,2,7,45,0,"middle","short",8,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",2,1,10,45,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,2,13,45,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,3,10,45,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,NA,0,45,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,NA,0,69,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,69,1,"left","short",5,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,1,10,69,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,2,6,69,0,"right","short",1,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,3,6,69,1,"left","deep",25,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,1,10,69,1,NA,NA,NA,0,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,2,14,69,1,"middle","short",3,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,3,8,69,1,"left","short",5,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,4,1,69,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,69,1,"middle","short",10,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,2,10,69,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,3,8,69,1,"middle","short",13,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,NA,0,69,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,1,10,0,1,"left","short",5,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",2,2,10,0,1,"middle","short",5,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",2,3,10,0,1,"middle","short",11,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",2,4,10,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,90,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,2,5,90,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,90,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,2,8,90,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,90,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,2,3,90,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,2,NA,0,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,90,1,"left","short",8,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,2,2,90,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,10,90,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,2,NA,0,90,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,2,4,90,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",2,1,1,90,1,"middle","short",-3,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",2,NA,0,90,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,NA,0,38,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,1,10,38,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,1,10,38,1,"middle","short",1,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,NA,NA,2,NA,0,38,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",2,2,9,38,1,"left","short",6,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",2,3,3,38,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,2,NA,0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"DET","SEA",3,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,1,10,0,1,NA,NA,3,0,0,1,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"SEA","DET",3,1,10,21,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",3,2,2,21,1,"left","short",13,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",3,NA,0,21,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,NA,0,73,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,1,10,73,0,"left","short",12,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,2,10,73,1,NA,NA,NA,0,0,0,"T.Boyle",NA,NA
"REG",17,"DET","SEA",3,1,10,73,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,2,5,73,0,"left","short",15,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,1,10,73,1,"middle","short",5,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,2,10,73,0,"right","deep",42,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,1,1,73,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,2,1,73,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,3,2,73,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,3,7,73,1,"left","short",7,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,NA,0,73,0,NA,NA,NA,0,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"SEA","DET",3,NA,0,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,1,10,56,1,"right","short",0,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,1,14,56,0,"left","short",1,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,2,3,56,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,1,10,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,2,8,56,0,"right","short",2,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,3,3,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,4,3,56,1,"middle","short",12,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,1,8,56,0,"left","short",6,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,2,8,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",3,2,18,56,1,"middle","short",1,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,1,6,56,0,"left","short",5,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",3,NA,0,56,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",3,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",3,1,10,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",3,2,10,75,1,"right","short",-2,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",3,1,10,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",3,2,7,75,0,"left","deep",22,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",3,3,7,75,1,"right","short",5,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",3,1,10,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",3,2,9,75,1,NA,NA,NA,0,0,0,"R.Wilson",NA,NA
"REG",17,"SEA","DET",3,3,7,75,1,"middle","short",9,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",3,1,10,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",3,NA,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"SEA","DET",4,2,1,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,1,10,75,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,1,15,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,2,9,75,1,NA,NA,NA,0,0,0,"R.Wilson",NA,NA
"REG",17,"SEA","DET",4,1,1,75,0,"middle","short",1,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",4,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,1,10,75,1,NA,NA,NA,0,0,0,"T.Boyle",NA,NA
"REG",17,"DET","SEA",4,1,10,75,0,"left","short",4,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,2,2,75,1,"left","short",-2,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,1,10,75,1,"middle","short",7,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,2,10,75,1,"right","short",4,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,3,10,75,1,"left","short",4,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,1,10,75,0,"left","deep",16,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,1,10,75,1,"middle","short",4,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,2,6,75,1,NA,NA,NA,0,0,0,"T.Boyle",NA,NA
"REG",17,"DET","SEA",4,1,1,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,2,1,75,1,"right","short",1,0,1,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,3,1,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,NA,0,75,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,NA,0,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,1,10,22,0,"left","short",15,1,0,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",4,1,10,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,2,3,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,4,NA,0,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,3,3,22,0,"right","short",-2,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",4,4,3,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,NA,0,4,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,1,10,4,1,"left","short",-1,1,0,0,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"DET","SEA",4,2,6,4,1,"right","short",5,0,0,1,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"SEA","DET",4,1,10,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,4,NA,0,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,2,12,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,4,NA,0,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,3,12,-2,1,"left","deep",24,0,1,0,"R.Wilson","00-0029263","R.Wilson"
"REG",17,"SEA","DET",4,4,12,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"DET","SEA",4,1,10,0,1,"left","deep",22,0,0,1,"T.Boyle","00-0034177","T.Boyle"
"REG",17,"SEA","DET",4,1,10,43,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,2,4,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,3,1,43,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,1,10,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,4,NA,0,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,"SEA","DET",4,2,9,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,1,1,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,"SEA","DET",4,2,1,43,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",17,NA,NA,4,NA,0,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",17,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
